Price,Close,High,Low,Open,Volume,MA20,MA50,RSI,Signal,Returns,Strategy_Returns
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,,,
Date,,,,,,,,,,,
2022-07-29,17158.25,17172.80078125,17018.150390625,17079.5,436100,16326.369921875,16138.86501953125,73.937472958007,0,0.013505953826479233,0.0
2022-08-01,17340.05078125,17356.25,17154.80078125,17243.19921875,381500,16401.60498046875,16161.37203125,82.16844283730454,0,0.010595531668439406,0.0
2022-08-02,17345.44921875,17390.150390625,17215.849609375,17310.150390625,333600,16478.3349609375,16185.7780078125,86.1699958293668,0,0.000311327663805816,0.0
2022-08-03,17388.150390625,17407.5,17225.849609375,17349.25,285400,16548.252490234376,16213.02501953125,87.73365412579648,0,0.002461808358865669,0.0
2022-08-04,17382.0,17490.69921875,17161.25,17463.099609375,325000,16610.707470703124,16237.26201171875,86.68997269194807,0,-0.0003537116074355806,-0.0
2022-08-05,17397.5,17474.400390625,17348.75,17423.650390625,355300,16669.552490234375,16258.1630078125,84.91419656786272,0,0.0008917270739845495,0.0
2022-08-08,17525.099609375,17548.80078125,17359.75,17401.5,257000,16735.007470703124,16275.4369921875,85.50702746880567,0,0.007334364671648164,0.0
2022-08-10,17534.75,17566.099609375,17442.80078125,17566.099609375,312700,16808.82998046875,16294.4409765625,83.85535348370679,0,0.0005506610997998429,0.0
2022-08-11,17659.0,17719.30078125,17631.94921875,17711.650390625,311200,16893.4474609375,16317.1659765625,84.2738656692145,0,0.007085929368824795,0.0
2022-08-12,17698.150390625,17724.650390625,17597.849609375,17659.650390625,303900,16981.4224609375,16338.568984375,83.46670727325429,0,0.0022170219505635025,0.0
2022-08-16,17825.25,17839.099609375,17764.05078125,17797.19921875,0,17070.224951171876,16363.38796875,89.78574663342165,0,0.007181519343531395,0.0
2022-08-17,17944.25,17965.94921875,17833.349609375,17868.150390625,262800,17153.512451171875,16390.881953125,99.58237348197602,0,0.006675923198833145,0.0
2022-08-18,17956.5,17968.44921875,17852.05078125,17898.650390625,263900,17234.3099609375,16421.6849609375,99.5365191691786,0,0.0006826699360520383,0.0
2022-08-19,17758.44921875,17992.19921875,17710.75,17966.55078125,295600,17296.18994140625,16449.7289453125,83.49558702580852,0,-0.011029475746944017,-0.0
2022-08-22,17490.69921875,17690.05078125,17467.349609375,17682.900390625,287600,17340.46240234375,16469.9809375,63.02341880237248,0,-0.0150773300473388,-0.0
2022-08-23,17577.5,17625.55078125,17345.19921875,17357.349609375,285600,17383.36494140625,16497.49494140625,60.04989650360749,0,0.00496268217550444,0.0
2022-08-24,17604.94921875,17623.650390625,17499.25,17525.44921875,262000,17432.06240234375,16534.10591796875,60.78193013948083,0,0.001561611079505143,0.0
2022-08-25,17522.44921875,17726.5,17487.44921875,17679.0,230200,17483.9923828125,16569.91291015625,55.40133130354318,0,-0.004686182219266755,-0.0
2022-08-26,17558.900390625,17685.849609375,17519.349609375,17619.30078125,266600,17529.84736328125,16607.24791015625,56.945430676054734,0,0.002080255529346653,0.0
2022-08-29,17312.900390625,17380.150390625,17166.19921875,17188.650390625,244900,17549.01240234375,16646.29392578125,47.18751663855157,0,-0.014009988924553851,-0.0
2022-08-30,17759.30078125,17777.650390625,17401.5,17414.94921875,324700,17579.06494140625,16695.60994140625,56.42420508424634,0,0.02578426378902554,0.0
2022-09-01,17542.80078125,17695.599609375,17468.44921875,17485.69921875,308500,17589.20244140625,16739.46294921875,50.19832907036496,0,-0.012190795272107646,-0.0
2022-09-02,17539.44921875,17643.849609375,17476.44921875,17598.400390625,256300,17598.90244140625,16777.4759375,46.86835529560557,0,-0.0001910505934481499,-0.0
2022-09-05,17665.80078125,17683.150390625,17540.349609375,17546.44921875,230300,17612.7849609375,16822.52595703125,49.189620805359276,0,0.007203850071011875,0.0
2022-09-06,17655.599609375,17764.650390625,17587.650390625,17695.69921875,251200,17626.46494140625,16864.50494140625,45.48575633759044,0,-0.0005774531254664206,-0.0
2022-09-07,17624.400390625,17650.75,17484.30078125,17519.400390625,354100,17637.8099609375,16903.00794921875,41.07191728917495,0,-0.0017671004916441913,-0.0
2022-09-08,17798.75,17807.650390625,17691.94921875,17748.150390625,279800,17651.49248046875,16942.341953125,45.96207647497595,0,0.009892512965589573,0.0
2022-09-09,17833.349609375,17925.94921875,17786.0,17923.349609375,270300,17666.4224609375,16982.00494140625,52.09230154807073,0,0.0019439347917691308,0.0
2022-09-12,17936.349609375,17980.55078125,17889.150390625,17890.849609375,228200,17680.28994140625,17024.74994140625,63.71101782402873,0,0.005775695663245095,0.0
2022-09-13,18070.05078125,18088.30078125,18015.44921875,18044.44921875,259900,17698.8849609375,17070.54595703125,64.72890764076759,0,0.007454201929980142,0.0
2022-09-14,18003.75,18091.55078125,17771.150390625,17771.150390625,365900,17707.8099609375,17115.5799609375,61.65466492538676,0,-0.0036690976717561608,-0.0
2022-09-15,17877.400390625,18096.150390625,17861.5,18046.349609375,289600,17704.46748046875,17156.4209765625,60.113975969324436,0,-0.007017960667916379,-0.0
2022-09-16,17530.849609375,17820.05078125,17497.25,17796.80078125,468500,17683.1849609375,17190.8209765625,49.32075678722973,0,-0.019384853148544656,-0.0
2022-09-19,17622.25,17667.19921875,17429.69921875,17540.650390625,258300,17676.375,17223.46998046875,58.09707264754088,0,0.0052136885924867205,0.0
